Tornado # in Year;Year;Month;Day;Time (CST);County;Damage Scale;Maximum Path Width (Yards);Path Length (Miles);Fatalities;Injuries;Location;
140;2011;12;22;1256;Bibb;F0;25;0.06;0;0;1.1 SSE Centreville Fox Airport;
139;2011;12;21;1232;Randolph;F0;88;0.26;0;0;2.2 SSW Graham;
138;2011;11;16;1152;Macon-Lee;F1;700;33.39;0;2;2.4 SSE Notasulga - 0.8 ESE Jester;
137;2011;11;16;1108;Montgomery;F1;75;0.88;0;0;2.1 ESE Chisholm - 1.9 SE Kilby;
136;2011;11;16;0900;Clark;F0;50;0.25;0;0;4 E Tallahatta Springs;
135;2011;11;16;0732;Marengo;F0;250;2.75;0;0;2.7 S Shortleaf - 1.2 S Spocari;
134;2011;11;16;0707;Sumter;F2;600;1.50;0;1;3.0 N Persimmon Grove - 3.9 SSW Moscow;
133;2011;9;5;1100;Hale;F0;50;3.43;0;0;5.2 SSW Hogglesville - 1.8 SSW Hogglesville;
132;2011;9;4;1450;Etowah;F0;50;0.70;0;0;0.7 W Rainbow City - 1.1 WNW Rainbow City;
131;2011;9;4;0222;Baldwin;F1;50;0.76;0;0;0.7 S Lillian - 0.3 WNW Lillian;
130;2011;9;4;0002;Mobile;F1;100;1.93;0;0;1.7 NNW Mon Louis - 1.5 ENE South Orchard;
129;2011;9;3;1212;Mobile;F0;50;0.18;0;0;4.7 W Dauphin Island;
128;2011;5;25;2317;Madison;F0;50;7.38;0;0;1.5 ENE Mt Leventov - 0.4 S Union Grove;
127;2011;5;25;2300;Limestone-Madison;F0;50;4.58;0;0;1.5 SW Bethel - 0.4 NNW Maple Hill;
126;2011;5;25;2255;Limestone;F0;50;0.78;0;0;2.0 N Stewerds Store - 2.3 NNE Stewerds Store;
125;2011;5;25;2249;Limestone;F0;50;3.84;0;0;0.6 SW O'Neal - 0.1 NE Hays Mill;
124;2011;5;25;2240;Limestone;F0;25;1.27;0;0;3.8 SSW Wheeler Lake North - 2.9 S Wheeler Lake North;
123;2011;5;25;2230;Lauderdale;F1;100;1.89;0;0;0.2 ENE Mitchelltown - 0.7 SSW Springfield;
122;2011;5;25;2217;Colbert-Lawrence;F2;100;2.17;0;0;1.9 WNW Old Bethel - 2.3 W Wolf Springs;
121;2011;4;27;2048;Chilton;F0;50;1.91;0;1;0.6 NE Cooper - 2.5 ENE Cooper;
120;2011;4;27;2029;Chambers;F1;100;5.01;0;0;2.1 E Five Points - 0.5 ENE Hickory Flats;
119;2011;4;27;2019;Chambers;F1;150;5.24;0;0;1.6 NNE Buffalo - 2.3 ESE Five Points;
118;2011;4;27;2005;DeKalb;F2;250;6.47;0;0;1.7 S Fort Payne - 3.2 SE Fisher Crossroads;
117;2011;4;27;1950;Perry;F1;100;4.24;0;0;0.4 ENE Marion Perry Airport - 2.2 NE Vilula;
116;2011;4;27;1915;Shelby-Talladega;F1;200;8.59;0;0;2.3 SSE Vincent - 2.6 NW St Ives;
115;2011;4;27;1912;Elmore-Tallapoosa-Chambers;F4;880;44.18;7;30;2.6 SSW Wallsburg - 1.4 NNE Sikes;
114;2011;4;27;1832;Bibb-Shelby;F1;50;5.41;0;0;1.1 SE Garnsey - 0.4 NNE Pea Ridge;
113;2011;4;27;1810;Choctaw-Sumter-Marengo-Perry;F3;500;58.00;0;3;2.5 NNW Cyril - 2.7 NNE Uniontown;
112;2011;4;27;1809;Cullman;F0;100;1.19;0;0;0.7 ENE Centerville - 1.9 NE Centerville;
111;2011;4;27;1750;Hale-Bibb;F1;300;8.62;0;0;1.3 W Hogglesville - 1.2 ENE Mertz;
110;2011;4;27;1728;Jefferson-St. Clair-Calhoun;F4;1760;71.30;22;81;2.3 SE Clay - 3.1 ESE Forney;
109;2011;4;27;1719;DeKalb;F5;1320;33.66;25;0;2.0 S Ten Broeck - 3.3 NE Sulphur Springs;
108;2011;4;27;1706;Fayette;F3;880;7.96;0;0;3.5 W Hubbertville - 2.3 SSE Bazemore;
107;2011;4;27;1630;Greene-Hale-Bibb;F3;1760;72.13;7;50;3.3 WSW Tishabee - 0.6 ENE Marvel;
106;2011;4;27;1610;Marion-Winston;F3;1320;31.84;0;25;2.1 SE Fackler - 2.6 ENE Long Island;
105;2011;4;27;1605;Jackson;F4;1320;20.24;1;0;2.1 SE Fackler - 2.6 ENE Long Island;
104;2011;4;27;1553;Limestone-Madison;F1;75;14.62;0;0;0.8 ESE Orrville - 1.3 ENE Monrovia;
103;2011;4;27;1543;Greene-Tuscaloosa-Jefferson;F4;2600;80.68;64;1500;1.4 SSW Mantua - 0.8 W Black Creek;
102;2011;4;27;1540;Madison;F1;75;1.42;0;0;1.2 SSW Cluttsville - 1.2 SE Cluttsville;
101;2011;4;27;1501;Jackson-DeKalb;F4;1260;27.66;12;0;0.7 W Hodge - 2.1 S Higdon;
100;2011;4;27;1500;Marion-Franklin;F3;1320;20.07;7;100;Shottsville;
99;2011;4;27;1457;Sumter-Pickens;F3;1056;16.24;0;2;4.2 NW Geiger - 4.9 SE Aliceville Airport;
98;2011;4;27;1440;Pickens-Tuscaloosa-Fayette-;F4;1408;127.80;13;54;4.6 NW Union Chapel - 2.8 SSW Crossroads;
97;2011;4;27;1405;Marion-Franklin-Lawrence;F5;2200;118.63;72;145;4.3 WSW Barnesville - 2.1 ENE Roseboro;
96;2011;4;27;1340;Cullman-Morgan-Marshall;F4;880;46.88;6;48;2.9 SE Crane Hill - 1.4 NE Hebron;
95;2011;4;27;1055;Madison;F0;100;3.51;0;0;0.7 WSW Bloucher Ford - 1.9 S New Market;
94;2011;4;27;1050;Madison;F1;500;7.60;0;0;2.8 WNW Normal - 0.7 WNW Bell Factory;
93;2011;4;27;1035;Limestone-Madison;F1;100;3.09;0;0;1.2 NNE Capshaw - 1.9 SSW Jeff;
92;2011;4;27;1030;Limestone-Madison;F1;200;25.31;0;0;1.3 SE French Mill - 1.7 E Deposit;
91;2011;4;27;1023;Limestone;F0;50;4.06;0;0;1.3 S Reid - 0.6 NE Tanner;
90;2011;4;27;1020;Morgan-Limestone;F1;75;8.95;0;0;1.7 N Trinity - 0.4 ESE Orrville;
89;2011;4;27;1015;Limestone;F0;150;7.19;0;0;2.3 NW Ripley - 1.5 ESE Blackburn;
88;2011;4;27;618;DeKalb;F1;50;4.05;0;0;1.4 S Kaolin - 2.8 NE Kaolin;
87;2011;4;27;610;DeKalb-Jackson;F2;200;5.75;0;0;1.3 NNE Elliot Crossroads - 2.9 NE Rosalie;
86;2011;4;27;558;Jackson-DeKalb;F1;300;27.85;1;0;0.8 ESE Section - 9.3 NNE Ider;
85;2011;4;27;549;Marshall;F1;100;1.55;0;0;1.6 NNW Guntersville Lake - 2.5 WNW Kirbytown;
84;2011;4;27;545;Marshall;F1;300;6.89;0;0;1.9 SW Guntersville Airport - 1.2 WSW Meltonville;
83;2011;4;27;545;Marshall;F1;200;4.83;0;0;0.4 N Martling - 0.6 SSE Meltonville;
82;2011;4;27;543;Marshall;F0;75;2.76;0;0;0.9 WNW Henryville - 0.9 SW Columbus City;
81;2011;4;27;535;Marshall;F1;50;0.32;0;0;2.8 S Grant - 2.7 SSE Grant;
80;2011;4;27;535;Marshall;F1;100;4.93;0;0;2.6 NE Big Springs - 0.2 SSE Lakeview;
79;2011;4;27;530;Marshall-DeKalb;F2;880;19.97;0;0;0.8 N Warrenton - 2.3 N Grove Oak;
78;2011;4;27;530;Marshall;F1;50;4.58;0;0;1.3 E Highpoint - 0.6 SSW Lane;
77;2011;4;27;530;Marshall;F1;50;5.69;0;0;1.7 WNW Highpoint - 0.5 S Guntersville;
76;2011;4;27;530;Marshall;F1;100;3.39;0;0;1.8 N Hyatt - 1.2 W Mountainview;
75;2011;4;27;524;Marshall;F1;100;6.37;0;0;0.3 N Red Hill - 1.2 S Warrenton;
74;2011;4;27;520;Cullman-Marshall;F1;75;11.04;0;0;3.9 ENE Joppa - 2.0 ENE Lakeview;
73;2011;4;27;516;St. Clair;F2;200;3.84;0;5;0.9 ESE Branchville - 2.0 E Odenville;
72;2011;4;27;512;Blount-Marshall;F1;200;14.83;0;0;2.3 SSW Liberty - 1.1 NNW Hyatt;
71;2011;4;27;454;Jefferson;F2;200;7.76;0;20;2.1 WSW Cahaba Heights - 2.2 NNW Cooley;
70;2011;4;27;453;Jefferson-Blount;F2;200;3.23;0;3;1.3 ENE Warrior - 1.1 NW Nyota;
69;2011;4;27;450;Shelby - Jefferson;F1;100;3.39;0;0;0.2 SSW Quito - 1.7 SSW Cahaba Heights;
68;2011;4;27;448;Cullman;F2;880;30.32;1;0;2.5 SSW Wilburn - 0.6 ESE Holly Pond;
67;2011;4;27;418;Walker;F3;375;18.90;0;20;6.7 SW Drifton - 3.0 W Sipsey;
66;2011;4;27;417;Tuscaloosa-Jefferson;F3;200;20.26;0;0;1.3 WSW Coaling - 1.3 NNE Kimbrel;
65;2011;4;27;403;Fayette;F1;176;7.28;0;4;3.1 WSW Berry - 1.9 NNW Alta;
64;2011;4;27;341;Pickens-Tuscaloosa;F3;704;22.46;0;0;5.3 SSE Gordo - 3.5 E Samantha;
63;2011;4;27;327;Pickens;F2;1232;14.36;0;0;3.6 NW Carrollton - 2.5 SSE Palmetto;
62;2011;4;27;319;Lauderdale;F1;100;1.82;0;1;0.7 NW Smithsonia - 2.3 N Smithsonia;
61;2011;4;27;316;Pickens;F1;1056;22.63;0;0;3.0 SW Dancy - 2.1 NNW Benevola;
60;2011;4;27;301;Lauderdale;F1;200;9.02;0;0;1.6 NNE Waterloo - 2.8 NW Murphy Crossroads;
59;2011;4;20;358;Lawrence;F1;100;2.62;0;0;4.8 SW Leola - 3.0 SSW Leola;
58;2011;4;15;2308;Escambia-Conecuh-Covington;F2;300;22.95;0;0;3.9 NNW Boykin - 1.4 S Andalusia;
57;2011;4;15;2257;Butler;F2;400;3.32;0;0;5.7 WNW Greenville Airport - 2.8 WSW Searcy;
56;2011;4;15;2245;Escambia;F1;150;10.23;0;0;1.8 ENE Wallace - 5 N Kirkland;
55;2011;4;15;2243;Tallapoosa;F1;200;6.64;0;0;1.5 NNW Lake Martin North - 2.8 E Sturdivant;
54;2011;4;15;2217;Elmore-Coosa-Tallapoosa;F2;1320;20.75;0;2;2.3 SW Weoka - 2.3 WNW Lake Martin North;
53;2011;4;15;2147;Autauga;F3;400;9.29;3;4;1 NW Poseys Crossroads - 2.9 SSE Pine Flats;
52;2011;4;15;2126;Monroe;F2;400;8.52;0;0;1.5 WSW Turnbull - 3.1 NE Midway;
51;2011;4;15;2105;Mobile;F0;80;1.24;0;0;1.8 NW Citronelle - 1.2 N Citronelle;
50;2011;4;15;2029;Autauga;F1;800;3.01;0;0;5.5 SSW Mulberry - 3.2 S Mulberry;
49;2011;4;15;2027;Elmore;F0;50;0.35;0;0;Titus;
48;2011;4;15;2025;Dallas - Autauga;F2;800;13.17;0;0;1.6 NNE Tyler - 2 SW Independence;
47;2011;4;15;2020;Clarke;F2;200;0.35;0;0;2.4 NNE Gainestown;
46;2011;4;15;2006;Autauga;F0;50;4.43;0;0;3.4 NW Pine Level - 0.6 SE Wadsworth;
45;2011;4;15;1956;Autauga;F1;200;13.42;0;0;2.2 W Poseys Crossroads - 1.9 E Marbury;
44;2011;4;15;1948;Autauga;F1;200;7.88;0;0;3.3 ESE Independence - 2.6 NNW Poseys Crossroads;
43;2011;4;15;1905;Washington;F3;400;5.93;3;3;6.3 SSW Escatawpa - 1.2 W Deer Park;
42;2011;4;15;1904;Dallas;F1;250;1.64;0;0;2 NNW Beloit - 2.5 WNW Selma Skyharbor Airport;
41;2011;4;15;1848;Dallas;F1;100;0.18;0;0;2.8 N Marion Junction;
40;2011;4;15;1823;Lowndes;F0;75;2.73;0;0;2.4 N Tyson - 4.6 NNE Tyson;
39;2011;4;15;1805;Dallas;F1;75;0.10;0;0;6 NNE Summerfield;
38;2011;4;15;1725;Perry;F2;500;0.80;0;0;1.8 NW Vilula - 2.0 NNW Vilula;
37;2011;4;15;1712;Choctaw - Marengo;F2;800;38.81;0;0;1.5 S Land - 2.1 SSW Linden Aiprort;
36;2011;4;15;1700;Perry;F0;150;4.65;0;0;1.8 SSW Ellawhite - 1.6 SSE Tayloe;
35;2011;4;15;1644;Shelby;F1;100;4.38;0;0;2.9 WNW Wilsonville - 3 NNE Wilsonville;
34;2011;4;15;1635;Marengo;F2;600;10.87;0;0;1.6 NW Linden Airport - 1.1 SSE Siddonsville;
33;2011;4;15;1629;Monroe - Butler;F2;300;21.51;0;0;1.7 SE Midway - 10.3 NE Midway;
32;2011;4;15;1619;Marengo;F2;575;5.40;0;0;2.8 NNW Anopia - 1.6 ESE Jefferson;
31;2011;4;15;1611;Monroe;F2;150;0.86;0;0;0.6 SW Tunnell Springs - 0.4 N Tunnell Springs;
30;2011;4;15;1604;Marengo;F3;800;15.33;1;4;5.1 NNW Nanafalia - 1.0 ESE Jefferson Station;
29;2011;4;15;1559;Shelby;F0;50;1.37;0;0;Alabaster;
28;2011;4;15;1544;Greene-Hale;F2;880;24.10;0;0;2.1 ESE Forkland - 2.3 W Hogglesville;
27;2011;4;15;1515;Choctaw;F1;200;19.46;0;0;2.5 NNW Hinton - 2.2 NW Robjohn;
26;2011;4;15;1500;Bibb;F1;1760;21.77;0;0;1.1 ENE Mertz - 1.5 ESE West Blocton;
25;2011;4;15;1453;Sumter;F2;200;8.92;0;0;3 E Cuba - 3.3 W Lilita;
24;2011;4;15;1433;Hale;F2;700;2.20;0;0;3.4 NW Greensboro - 4.2 NNW Greensboro;
23;2011;4;15;1414;Greene-Tuscaloosa;F3;500;18.37;0;0;2.5 ENE Knoxville - 1.6 WSW Box Springs;
22;2011;4;15;1406;Monroe;F1;100;0.76;0;0;3 S Beatrice;
21;2011;4;15;1403;Sumter;F2;200;4.50;0;0;2.2 SSE Bodka - 1.0 SSE Gainesville;
20;2011;4;15;1245;Sumter;F3;1760;10.5;0;0;4.1 SW Geiger - 2.8 SSE Warsaw AL;
19;2011;4;15;1120;Clarke;F1;500;3.28;0;0;3.2 NW Carlton - 4.5 N Carlton;
18;2011;4;15;1104;Washington;F2;150;0.90;0;1;1.5 N Yarbo - 2.1 NNE Yarbo;
17;2011;4;15;1048;Choctaw - Marengo;F1;200;16.71;0;0;3.8 SSW Butler - 0.1 WSW Nanafalia;
16;2011;4;15;1043;Washington;F1;200;3.30;0;0;3.5 NNW Yellow Pine - 5.3 NNE Yellow Pine;
15;2011;4;15;1026;Choctaw;F0;100;4.65;0;0;1.8 E Evansboro - 3.4 NNE Water Valley;
14;2011;4;15;1010;Choctaw;F0;50;0.12;0;0;1.1 WNW Melvin;
13;2011;4;11;1830;Jefferson;F1;100;0.38;0;0;2.4 SSW Homewood - 2.1 SSW Homewood;
12;2011;3;26;1510;Shelby;F1;50;0.19;0;0;1.9 NW Aldrich - 1.8 NNW Aldrich;
11;2011;3;9;0917;Baldwin;F2;350;2.05;0;0;1.3 SSW Silverhill - 0.8 NE Silverhill;
10;2011;3;9;0837;Mobile;F2;100;0.91;0;4;2.9 WNW Theodore - 2.4 WNW Theodore;
9;2011;3;9;0826;Mobile;F1;80;0.18;0;0;5.5 NNW Grand Bay - 5.6 N Grand Bay;
8;2011;2;28;1737;Lowndes;F1;200;4.96;0;0;4.2 WNW Tyson - 1.7 NE Tyson;
7;2011;2;28;1728;Chambers;F0;30;1.91;0;0;1.2 WNW White Plains - 1.0 NE White Plains;
6;2011;2;28;1705;Autauga - Elmore;F0;200;8.94;0;0;1.1 SW Pine Level - 1.3 SW North Elmore;
5;2011;2;28;1553;Talladega;F0;50;0.34;0;0;1.2 SSE Nottingham - 1.4 SE Nottingham;
4;2011;2;28;1218;Madison;F1;200;3.92;0;0;2.0 NW Fairview - 1.5 NNW Plevna;
3;2011;2;24;2310;Cullman;F0;20;0.24;0;0;1.5 E Battleground;
2;2011;2;24;2218;Marion;F0;100;0.57;0;0;0.8 ENE Wiginton - 1.4 ENE Wiginton;
1;2011;2;1;2006;Henry;F0;40;1.59;0;0;1.2 W Wills Crossroads - 5.0 E Abbeville;
55;2012;12;25;2229;Montgomery;F1;100;0.72;0;0;Waugh;
54;2012;12;25;2224;Pike;F2;600;15.7;0;2;1.6 W Goshen-3.65 NE Troy Airport;
53;2012;12;25;2032;Lowndes;F2;900;9.55;0;0;2 NW Hayneville-6.42 NE Lowndesboro;
52;2012;12;25;2026;Lowndes;F0;75;0.62;0;0;Mosses;
51;2012;12;25;2009;Lowndes;F1;300;2.03;0;0;1 SE Farmersville-2.62 ENE Farmersville;
50;2012;12;25;1922;Mobile;F1;100;6.65;0;0;E Howell Ms - 2.9 E Wilmer;
49;2012;12;25;1805;Coffee;F0;25;13.87;0;0;2.6 NNE Damascus - 0.9 E Victoria;
48;2012;12;25;1800;Clarke-Wilcox;F2;110;29.85;0;0;8 SW Grove Hill - 12 SW Camden;
47;2012;12;25;1753;Washington;F1;110;2.18;0;0;2 S Deer Park - 1.5 SE Deer Park;
46;2012;12;25;1750;Marengo;F1;500;5.89;0;0;S Demopolis - E Demopolis;
45;2012;12;25;1727;Dale-Pike;F1;300;5.41;0;0;Highway 231 Pea River Bridge - Tennille;
44;2012;12;25;1654;Mobile;F2;200;5.15;0;0;Halls Mill & Dauphin Island Parkway - Prichard;
43;2012;12;25;1645;Choctaw;F2;880;5.91;0;0;8 W Butler - 4.6 NW Butler;
42;2012;12;25;1628;Crenshaw;F0;20;0.07;0;0;NNW Patsburg;
41;2012;12;25;1621;Crenshaw;F0;50;0.18;0;0;NW Luverne;
40;2012;12;25;1531;Coffee;F0;10;0.01;0;0;1.4 N Basin;
39;2012;12;25;1515;Marengo;F1;100;4.70;0;0;0.5 ESE Hoboken-1.68 SE Sweet Water;
38;2012;12;20;0449;Mobile;F1;75;6.67;0;0;Mobile - Prichard;
37;2012;12;10;0443;Jefferson;F1;250;1.05;0;0;0.5 W Samson;
36;2012;10;14;2318;Jefferson;F0;200;0.25;0;0;2.2 SW Greenwood - 2 SW Greenwood;
35;2012;10;1;0347;Coosa;F0;150;0.52;0;0;1 SW Pentonville - 0.5 SW Pentonville;
34;2012;9;17;1512;Geneva;F0;20;0.09;0;0;0.5 W Samson;
33;2012;8;30;0958;Choctaw;F0;50;0.01;0;0;1.0 E Toxey;
32;2012;8;30;0144;Geneva-Coffee;F1;35;2.97;0;0;2.51 SSE Kinston-7.66 SE OppThe Geneva County emergency manager confirmed that an EF1 tornado touched down around the Highway 52 and County Road 20 area. Several large trees were blown down, and the roof was blown off a mobile home along with damage to sheds and a barn near County Road 5 and Bear Branch Road. This tornado continued into far southwest Coffee County before lifting. Monetary damage was estimated. The Coffee County emergency manager reported minor damage to structures in far southwest Coffee County. This was the result of a weak tornado moving out of northwest Geneva County. The Coffee county portion of this tornado was rated EF0. Monetary damage was estimated. The outer remnants of Hurricane Isaac spawned this tornado.;
31;2012;6;10;1011;Geneva-Coffee;F1;440;9.92;0;0;Near Geneva Airport - Near Cool Springs;
30;2012;5;13;1302;Lee;F1;50;2.30;0;0;2 NW Roxana-4.77 SSE Waverly;
29;2012;3;23;1148;Geneva;F0;25;1.68;0;0;3.2 WNW Malvern - 2.7 NNW Malvern;
28;2012;3;23;0826;Pike;F1;700;1.70;0;0;Near Troy Airport;
27;2012;3;2;2240;Tallapoosa-Chambers;F2;1000;34.04;1;2;Wind Creek State Park-Eagle Creek-Trammel Crossroads;
26;2012;3;2;2201;Chilton-Coosa;F2;700;28.25;0;0;Verbena-Nixburg;
25;2012;3;2;2115;Perry-Dallas-Autauga;F1;700;18.9;0;0;Suttle-Grist State Park-Bethel Grove;
24;2012;3;2;1817;Geneva;F0;25;0.07;0;0;0.5 N Dundee;
23;2012;3;2;1753;Lowndes;F1;400;17.64;0;0;8.67 SW Mosses-4.75 E Hayneville;
22;2012;3;2;1701;Coffee;F0;25;0.46;0;0;1.2 W Brooklyn - 0.8 WNW Brooklyn;
21;2012;3;2;1539;Limestone;F1;150;2.59;0;0;1.8 WSW Bethel - 1.3 SE Bethel;
20;2012;3;2;1526;Limestone;F0;75;4.97;0;0;1.0 ENE O Neal - 1.8 SE Carey;
19;2012;3;2;1355;Limestone;F0;50;2.73;0;0;0.4 SSE Spencer - 1.2 W Elkmont;
18;2012;3;2;1008;Jackson;F1;100;0.77;0;0;0.5 NW Francisco - 0.8 NNE Fransisco;
17;2012;3;2;1006;Madison;F2;220;7.26;0;0;NW Meridianville - 1.4 E Buckhorn;
16;2012;3;2;0910;Limestone-Madison;F3;250;33.99;0;0;Near Stewerds Store - 1.9 SE Plevna;
15;2012;3;1;1314;Geneva;F1;30;0.34;0;0;1.4 SSE Slocomb - 1.6 SE Slocomb;
14;2012;3;1;1302;Geneva;F1;50;6.67;0;0;1.4 SSW Hartford - 1.0 SSE Slocomb;
13;2012;1;26;1100;Perry;F0;100;0.60;0;0;0.6 N Ellawhite - 1.1 NNE Ellawhite;
12;2012;1;26;0935;Choctaw;F0;80;0.38;0;0;2.7 SE Isney - 2.7 ESE Isney;
11;2012;1;23;0748;Elmore;F1;200;4.02;0;0;1.9 W Robinson Springs- 1.4 W Cobbs Ford;
10;2012;1;23;0636;Chilton;F1;500;3.63;0;0;4.2 ESE Kincheon - 2.3 W Cooper;
9;2012;1;23;0535;Talladega;F0;50;5.40;0;0;2.4 S Kymulga - 0.5 WNW Winterboro;
8;2012;1;23;0437;Perry-Chilton;F2;880;39.77;0;0;2.4 S Heiberger - 2.0 NNW Clanton Gragg Wade Field;
7;2012;1;23;0433;Perry;F1;300;2.10;0;0;3.5 SSW Heiberger - 2.0 S Heiberger;
6;2012;1;23;0358;Jefferson-St. Clair;F3;800;15.69;1;75;0.6 ENE Ketona - 2.1 N Argo;
5;2012;1;23;0321;Sumter;F0;50;1.10;0;0;0.5 N Parker - 1.6 NNE Parker;
4;2012;1;23;0309;Tuscaloosa-Jefferson;F2;880;13.13;1;1;7.1 N Kellerman - 0.8 NE Gilmore;
3;2012;1;23;0300;Tuscaloosa;F2;300;0.56;0;0;8.4 NW Burchfield - 8.6 NW Burchfield;
2;2012;1;23;0242;Tuscaloosa;F2;400;0.45;0;0;4.2 E Shirley - 4.5 E Shirley;
1;2012;1;23;0236;Sumter;F0;100;0.36;0;0;0.8 E Fair Oaks - 1.1 E Fair Oaks;
23;2013;5;17;1345;Limestone;F0;50;0.15;0;0;1.6 SE Holland Gin - 1.5 SE Holland Gin;
22;2013;5;17;1300;Limestone;F0;50;2.04;0;0;2.1 N Tanner - 1.5 SE Athens;
21;2013;4;11;1934;Macon-Lee;F2;200;5.09;0;1;4.3 SW Notasulga-2.8 NW Notasulga;
20;2013;4;11;1629;Mobile;F1;75;0.81;0;0;1.7 ENE Laurendine - 2.4 WNW Bellefontaine;
19;2013;4;11;1532;Madison;F1;75;1.34;0;0;East Huntsville;
18;2013;4;11;1520;Madison;F1;300;6.58;0;0;Redstone Arsenal-5.2 SSE Huntsville;
17;2013;4;11;1518;Bibb;F1;800;20.16;0;0;7 SSW Centreville-3 SE Brierfield;
16;2013;4;11;1426;Winston;F1;50;0.38;0;1;East Addison;
15;2013;4;11;1410;Winston;F1;300;1.17;0;0;Northern Smith Lake Area;
14;2013;4;11;1357;Winston;F1;250;2.63;0;0;Between Nauvoo and Poplar Springs;
13;2013;4;11;1345;Walker;F1;500;5.49;0;0;Mill Creek Area;
12;2013;4;11;1148;Pickens;F1;1050;12.37;0;0;3.5 NW Pickensville - 1 E Ethelsville;
11;2013;3;18;1443;DeKalb;F2;350;5.95;0;0;5.1 WNW Fyffe - Near Shiloh;
10;2013;3;18;1441;Marshall-Etowah;F1;300;7.95;0;3;Boaz - 6.2 ENE Sardis City;
9;2013;3;18;1441;Marshall-DeKalb;F2;220;4.21;0;7;4.4 E Albertville-3.9 WSW Crossville;
8;2013;3;18;1310;Colbert;F0;100;1.60;0;0;2.8 NE Leighton-4 NE Leighton;
7;2013;2;10;1726;Clarke;F1;80;0.91;0;0;4.4 ESE Winn-5 ESE Winn;
6;2013;2;10;1700;Washington-Clarke;F1;200;14.25;0;0;5.3 S Bigbee - 2.2 SSW Winn;
5;2013;1;30;0601;Winston-Cullman;F1;300;6.42;0;0;0.6 N Addison - 1.8 NW Jones Chapel;
4;2013;1;30;0550;Winston;F1;1000;10.39;0;0;2.8 NE Poplar Springs - 2.2 N Nathan;
3;2013;1;30;0542;Walker;F0;200;4.90;0;0;2.7 W Prospect - 2.7 NE Prospect;
2;2013;1;30;0518;Fayette;F1;500;6.50;0;0;3.5 NNW Covin - 2.3 N Fayette R Arthur Airport;
1;2013;1;30;0433;Lamar;F1;300;3.83;0;0;6.1 WSW Crews - 2.4 WSW Crews;
54;2014;11;23;1403;Barbour;F1;400;3.23;0;0;2.2 ENE Eufaula Weedon Airport - 2 E Wylaunee;
53;2014;11;23;1135;Greene;F0;150;2.05;0;0;2.6 ESE Forkland - 3.4 ENE Forkland;
52;2014;11;17;0624;Russell;F1;100;0.22;0;0;1.7 W Loflin - 1.6 W Loflin;
51;2014;11;17;0445;Crenshaw-Pike-Bullock;F1;500;40.73;0;0;2.4 SSW Blackrock - 0.6 ENE Postoak;
50;2014;11;17;0359;Butler;F1;150;5.89;0;0;1.4 S Georgiana-3.3 NE Avant;
49;2014;11;17;0137;Washington-Clarke;F1;150;21.90;0;0;2.7 ESE Chatom Municipal Airport - 4.1 ESE Winn;
48;2014;11;17;0111;Perry;F1;300;3.53;0;0;4 WNW Folsom - 1.3 S Morgan Springs;
47;2014;10;13;1829;Colbert;F1;200;3.48;0;1;0.2 NW Tuscumbia - 1.1 SSW Wilson Dam;
46;2014;10;13;1748;Lamar;F0;150;1.08;0;0;5.7 NNE Beaverton-6.7 NNE Beaverton;
45;2014;10;13;1543;Marion;F0;50;6.01;0;0;3.1 NE Bexar-3.9 ENE Shottsville;
44;2014;10;3;0302;Marshall;F0;75;0.48;0;0;1.7 SW Poplar Springs - 1.2 SW Poplar Springs;
43;2014;10;3;0212;Madison;F0;250;0.70;0;0;1 SE Madison - 2 SE Madison;
42;2014;6;10;1244;Jackson;F1;300;8.40;0;0;1.9 SSE Scottsboro-2.5 NW Rosalie;
41;2014;6;9;1930;Colbert-Lawrence;F1;150;5.86;0;0;2.3 W Old Bethel - 0.8 NNE Wolf Springs;
40;2014;6;5;1534;Limestone;F1;100;0.74;0;0;1 NNW Murphree Place - 1 NNE Murphree Place;
39;2014;5;14;1428;Clay;F0;30;0.1;0;0;3.2 ENE Gage - 3.3 ENE Gage;
38;2014;5;14;1321;Tallapoosa;F0;150;1.89;0;0;2 SE Alexander City - 1 E Alexander City;
37;2014;5;14;1318;Bullock;F0;200;0.87;0;0;2.4 W Perote - 1.9 WNW Perote;
36;2014;5;10;1407;Geneva;F1;100;2.15;0;0;5.8 E Black-5 WSW Fadette;
35;2014;4;29;0256;Russell-Lee;F3;1200;11.45;0;13;3 NW Crawford - 2 NE Smiths Station;
34;2014;4;29;0225;Macon;F0;75;1.74;0;0;1 SW Society Hill - 0.2 NESociety Hill;
33;2014;4;29;0123;DeKalb;F1;200;1.05;0;0;3.7 ESE Fort Payne-4.4 E Fort Payne;
32;2014;4;29;0036;DeKalb;F1;200;10.20;0;0;5.2 SW Mentone-5.2 N Mentone;
31;2014;4;29;0028;DeKalb;F0;75;2.42;0;0;5.4 NE Boaz-6.3 NNE Boaz;
30;2014;4;29;0017;Etowah;F1;200;6.28;0;0;2 W Rockledge - 1 NW Sardis City;
29;2014;4;29;0006;DeKalb;F2;200;11.71;0;0;5.8 NE Dawson- 4 NNW Fort Payne;
28;2014;4;28;2354;DeKalb;F2;200;2.47;0;0;0.5 NW Dawson-1.6 NNE Dawson;
27;2014;4;28;2332;Etowah-DeKalb;F3;600;11.73;0;0;4 E Sardis City - 4 SE Crossville;
